ComponentID,Day,Temperature,Pressure,Vibration,UsageHours,DaysSinceMaintenance,Failure,Maintenance,ComponentHealth
30,103,79.149,29.56,0.899,59,1,1,1,0.981
30,104,79.368,29.274,0.872,71,1,0,0,0.972
30,105,83.741,30.582,1.213,83,2,0,0,0.929
30,106,81.219,30.412,0.78,94,3,0,0,0.91
30,107,85.579,31.232,1.237,112,4,0,0,0.875
30,108,85.678,31.359,1.486,40,5,1,1,0.942
30,109,77.053,32.045,0.998,50,1,0,0,0.944
30,110,84.396,29.019,0.986,62,2,0,0,0.924
30,111,78.855,30.847,0.827,22,3,1,1,0.959
30,112,86.71,27.461,0.959,35,1,0,0,0.946
30,113,84.388,31.386,1.005,44,2,0,0,0.916
30,114,82.667,32.217,1.085,54,3,0,0,0.892
30,115,80.802,27.805,1.195,70,4,0,0,0.857
30,116,80.983,30.614,1.319,77,5,0,0,0.835
30,117,85.391,32.805,1.128,88,6,0,0,0.831
30,118,77.479,27.789,1.096,95,7,0,0,0.807
30,119,79.034,33.061,1.531,105,8,0,0,0.805
30,120,83.193,31.525,1.418,119,9,0,0,0.779
30,121,81.833,30.149,1.405,133,10,0,0,0.767
30,122,85.074,29.694,1.175,147,11,0,0,0.762
30,123,90.916,36.929,1.576,163,12,0,0,0.733
30,124,87.511,32.814,1.466,170,13,0,0,0.706
30,125,90.017,36.145,1.65,188,14,0,0,0.671
30,126,85.691,32.503,1.544,198,15,0,0,0.656
30,127,92.089,33.352,1.951,207,16,0,0,0.626
30,128,89.321,32.604,1.921,15,17,1,1,0.908
30,129,85.081,26.054,0.611,22,1,0,0,0.91
30,130,82.023,33.255,0.979,33,2,0,0,0.899
30,131,82.581,27.659,0.635,39,3,0,0,0.89
30,132,84.815,30.163,1.271,53,4,0,0,0.876
30,133,78.748,29.061,1.045,62,5,0,0,0.869
30,134,84.014,31.767,1.243,73,6,0,0,0.867
30,135,84.926,29.509,1.137,82,7,0,0,0.858
30,136,78.382,28.57,1.002,98,8,0,0,0.831
30,137,87.12,34.724,1.307,109,9,0,0,0.82
30,138,90.445,30.998,0.975,119,10,0,0,0.801
30,139,84.429,30.397,1.341,129,11,0,0,0.789
30,140,85.43,30.646,1.356,98,12,1,1,0.947
30,141,85.715,29.451,1.207,35,1,1,1,0.955
30,142,83.056,26.9,0.931,44,1,0,0,0.962
30,143,81.148,29.403,0.674,61,2,0,0,0.944
30,144,81.226,28.818,1.102,76,3,0,0,0.907
30,145,82.309,28.46,0.997,84,4,0,0,0.892
30,146,83.128,31.577,1.244,102,5,0,0,0.885
30,147,84.462,32.925,1.179,119,6,0,0,0.871
30,148,75.799,29.798,1.477,69,7,1,1,0.94
30,149,77.99,33.105,0.931,79,1,0,0,0.937
30,150,87.348,30.866,1.244,85,2,0,0,0.927
30,151,78.312,29.906,1.117,103,3,0,0,0.916
30,152,82.159,27.628,1.351,113,4,0,0,0.89
30,153,86.499,27.844,1.311,123,5,0,0,0.876
30,154,82.133,33.679,1.427,134,6,0,0,0.851
30,155,82.825,31.426,1.408,152,7,0,0,0.818
30,156,75.289,33.6,1.663,164,8,0,0,0.796
30,157,80.661,31.488,1.956,176,9,0,0,0.766
30,158,85.297,31.356,1.669,191,10,0,0,0.742
30,159,91.269,37.387,1.902,209,11,0,0,0.741
30,160,85.637,36.282,1.729,225,12,0,0,0.716
30,161,83.977,34.601,2.152,60,13,1,1,0.934
30,162,76.828,28.179,1.065,76,1,0,0,0.925
30,163,83.411,30.595,0.896,90,2,0,0,0.894
30,164,79.463,30.21,1.352,108,3,0,0,0.852
30,165,82.736,30.662,1.368,116,4,0,0,0.855
30,166,81.927,28.883,1.099,128,5,0,0,0.845
30,167,81.762,31.481,1.551,137,6,0,0,0.831
30,168,84.122,30.258,1.783,146,7,0,0,0.806
30,169,83.077,33.164,1.243,163,8,0,0,0.791
30,170,80.191,32.262,1.718,26,9,1,1,0.933
30,171,76.889,27.605,0.829,39,1,0,0,0.905
30,172,81.397,29.273,1.155,48,2,0,0,0.901
30,173,78.029,26.999,0.959,75,3,1,1,0.973
30,174,77.227,28.478,0.836,93,1,0,0,0.968
30,175,73.967,30.305,1.118,107,2,0,0,0.953
30,176,79.914,29.203,0.97,125,3,0,0,0.938
30,177,84.272,31.644,1.195,138,4,0,0,0.93
30,178,80.46,33.284,1.265,155,5,0,0,0.939
30,179,82.902,28.319,1.472,43,6,1,1,0.936
30,180,75.601,30.13,0.764,61,1,0,0,0.904
30,181,77.327,28.773,1.311,68,2,0,0,0.899
30,182,78.616,29.696,1.3,79,3,0,0,0.884
30,183,74.993,29.902,1.189,54,4,1,1,0.95
30,184,77.175,32.285,1.021,72,1,0,0,0.939
30,185,83.893,30.535,1.151,89,2,0,0,0.922
30,186,77.052,25.982,1.035,101,3,0,0,0.914
30,187,78.795,32.838,1.563,56,4,1,1,0.998
30,188,81.952,27.016,0.805,69,1,0,0,0.995
30,189,80.288,26.668,1.367,83,2,0,0,0.981
30,190,74.605,34.755,1.22,89,3,0,0,0.98
30,191,78.276,26.089,1.223,17,4,1,1,0.934
30,192,74.149,25.16,0.838,32,1,0,0,0.919
30,193,75.816,25.191,0.853,40,2,0,0,0.917
30,194,78.358,28.896,0.881,50,3,0,0,0.91
30,195,73.161,25.718,0.839,67,4,0,0,0.893
30,196,78.092,28.876,0.973,73,5,0,0,0.884
30,197,78.543,27.494,1.095,86,6,0,0,0.868
30,198,73.424,30.787,1.541,104,7,0,0,0.862
30,199,77.993,29.215,1.153,120,8,0,0,0.837
30,200,73.33,30.99,1.379,43,9,1,1,0.94
30,201,79.748,26.982,1.179,52,1,0,0,0.92
30,202,75.145,29.016,1.308,64,2,0,0,0.9
30,203,76.197,27.912,1.242,76,3,0,0,0.881
30,204,75.222,28.439,1.185,92,4,0,0,0.862
30,205,78.886,30.681,1.192,110,5,0,0,0.845
30,206,74.495,27.542,1.271,122,6,0,0,0.837
30,207,82.096,27.287,1.379,140,7,0,0,0.82
30,208,81.898,33.736,1.077,88,8,1,1,0.997
30,209,76.037,26.485,1.216,102,1,0,0,1.0
30,210,70.023,28.947,1.458,112,2,0,0,0.98
30,211,77.132,25.077,1.079,123,3,0,0,0.967
30,212,82.908,30.251,1.601,138,4,0,0,0.948
30,213,79.496,28.744,1.215,144,5,0,0,0.932
30,214,78.141,27.597,1.499,159,6,0,0,0.905
30,215,81.605,31.677,1.822,177,7,0,0,0.892
30,216,83.438,29.373,1.926,183,8,0,0,0.871
30,217,79.577,28.853,1.625,191,9,0,0,0.864
30,218,82.397,31.612,1.576,42,10,1,1,0.968
30,219,77.671,28.368,1.196,57,1,0,0,0.949
30,220,72.441,31.101,1.027,73,2,0,0,0.925
30,221,77.043,31.71,0.891,91,3,0,0,0.908
30,222,76.322,26.685,1.445,77,4,1,1,0.966
30,223,73.49,25.918,0.959,92,1,0,0,0.956
30,224,71.757,28.341,1.255,48,2,1,1,0.935
30,225,75.372,28.834,0.972,57,1,0,0,0.919
30,226,73.435,31.422,0.949,69,2,0,0,0.904
30,227,75.108,28.501,1.365,76,3,0,0,0.903
30,228,74.067,25.525,1.069,90,4,0,0,0.901
30,229,74.453,32.898,0.928,102,5,0,0,0.875
30,230,76.524,26.238,1.393,60,6,1,1,0.957
30,231,74.64,24.474,1.05,67,1,0,0,0.931
30,232,78.326,30.099,1.378,78,2,0,0,0.912
30,233,74.957,26.798,1.018,93,3,0,0,0.886
30,234,73.661,28.259,1.1,106,4,0,0,0.867
30,235,75.432,28.757,1.204,122,5,0,0,0.85
30,236,80.671,29.059,1.426,132,6,0,0,0.841
30,237,78.552,25.597,1.371,139,7,0,0,0.818
30,238,77.651,27.538,1.406,13,8,1,1,0.945
30,239,71.708,26.796,0.836,29,1,0,0,0.916
30,240,71.138,25.267,1.097,43,2,0,0,0.898
30,241,77.369,29.397,0.976,51,3,0,0,0.896
30,242,71.988,29.896,0.894,57,4,0,0,0.895
30,243,73.967,30.168,1.255,74,5,0,0,0.866
30,244,74.767,27.892,1.119,89,6,0,0,0.844
30,245,69.667,26.604,1.337,102,7,0,0,0.831
30,246,80.049,29.688,1.064,108,8,0,0,0.838
30,247,79.093,27.219,1.366,116,9,0,0,0.839
30,248,74.263,27.957,1.371,125,10,0,0,0.821
30,249,74.708,31.441,1.175,132,11,0,0,0.817
30,250,68.239,27.436,1.365,144,12,0,0,0.78
30,251,73.462,26.539,1.102,154,13,0,0,0.771
30,252,80.278,25.386,1.695,163,14,0,0,0.746
30,253,76.958,27.947,1.68,172,15,0,0,0.722
30,254,85.218,28.465,1.591,84,16,1,1,0.924
30,255,72.427,28.386,1.074,98,1,0,0,0.907
30,256,71.707,25.531,1.459,105,2,0,0,0.885
30,257,71.867,24.032,1.199,118,3,0,0,0.865
30,258,80.228,31.646,1.36,124,4,0,0,0.849
30,259,73.259,31.021,1.412,135,5,0,0,0.836
30,260,72.802,25.135,1.701,149,6,0,0,0.823
30,261,77.913,28.083,1.271,155,7,0,0,0.811
30,262,70.555,29.875,1.584,163,8,0,0,0.807
30,263,77.971,24.7,1.775,52,9,1,1,0.987
30,264,74.205,29.393,1.106,64,1,0,0,0.979
30,265,74.528,24.57,1.1,72,2,0,0,0.963
30,266,68.748,26.794,1.029,79,3,0,0,0.956
30,267,74.184,27.05,1.356,87,4,0,0,0.915
30,268,76.41,28.48,1.019,101,5,0,0,0.904
30,269,72.262,27.059,1.371,113,6,0,0,0.885
30,270,64.15,25.57,1.25,126,7,0,0,0.859
30,271,78.143,27.333,1.648,143,8,0,0,0.832
30,272,73.902,30.737,1.564,150,9,0,0,0.834
30,273,77.788,27.181,1.506,162,10,0,0,0.82
30,274,73.809,30.575,1.564,171,11,0,0,0.803
30,275,83.169,28.901,1.558,179,12,0,0,0.779
30,276,78.811,29.387,1.881,39,13,1,1,0.971
30,277,68.644,27.388,1.114,51,1,0,0,0.954
30,278,75.964,28.186,0.991,68,2,0,0,0.93
30,279,76.758,24.808,1.012,84,3,0,0,0.902
30,280,67.63,30.783,1.13,97,4,0,0,0.891
30,281,71.598,28.224,1.323,105,5,0,0,0.875
30,282,78.261,28.586,1.339,120,6,0,0,0.857
30,283,70.75,24.581,1.385,135,7,0,0,0.835
30,284,75.105,30.603,1.59,75,8,1,1,0.989
30,285,77.657,28.71,1.271,84,1,0,0,0.962
30,286,71.335,30.324,1.272,98,2,0,0,0.946
30,287,72.008,29.995,1.482,115,3,0,0,0.921
30,288,75.212,27.254,1.42,131,4,0,0,0.905
30,289,73.435,25.464,1.279,144,5,0,0,0.898
30,290,79.181,26.841,1.469,154,6,0,0,0.89
30,291,81.371,30.155,1.381,163,7,0,0,0.872
30,292,79.05,28.783,1.595,169,8,0,0,0.848
30,293,80.986,28.833,1.547,177,9,0,0,0.831
30,294,76.048,30.708,1.655,190,10,0,0,0.833
30,295,80.019,32.92,1.672,197,11,0,0,0.804
30,296,77.302,28.99,1.833,209,12,0,0,0.78
30,297,78.367,28.639,1.635,224,13,0,0,0.744
30,298,77.283,29.302,2.157,31,14,1,1,0.955
30,299,74.802,26.313,1.102,42,1,1,1,0.964
30,300,70.962,25.856,0.67,57,1,0,0,0.976
30,301,77.155,27.06,0.743,70,2,0,0,0.951
30,302,78.922,27.227,0.936,83,3,0,0,0.939
30,303,71.715,27.532,0.98,96,4,0,0,0.922
30,304,77.222,26.562,1.217,5,5,1,1,0.907
30,305,68.197,26.106,0.732,22,1,0,0,0.884
30,306,71.898,26.378,0.854,29,2,0,0,0.862
30,307,75.593,26.988,0.853,82,3,1,1,0.929
30,308,76.694,26.892,1.138,95,1,0,0,0.921
30,309,71.165,25.748,1.136,106,2,0,0,0.901
30,310,77.461,30.251,1.238,123,3,0,0,0.88
30,311,80.256,29.601,1.624,38,4,1,1,0.928
30,312,67.599,26.901,1.0,50,1,0,0,0.921
30,313,71.22,27.839,0.785,65,2,0,0,0.909
30,314,72.53,22.7,1.09,83,3,0,0,0.885
30,315,77.112,27.355,0.884,91,4,0,0,0.877
30,316,82.222,25.881,1.287,103,5,0,0,0.849
30,317,75.719,29.837,1.428,112,6,0,0,0.83
30,318,75.626,24.322,1.133,79,7,1,1,0.985
30,319,79.56,27.987,0.995,96,1,0,0,0.955
30,320,77.305,25.054,1.42,108,2,0,0,0.942
30,321,73.902,25.628,1.296,121,3,0,0,0.935
30,322,77.844,26.69,1.352,133,4,0,0,0.911
30,323,77.574,30.48,1.555,149,5,0,0,0.884
30,324,81.583,26.45,1.393,157,6,0,0,0.856
30,325,77.287,28.074,1.661,174,7,0,0,0.832
30,326,80.063,29.143,1.652,189,8,0,0,0.81
30,327,76.226,29.102,1.66,196,9,0,0,0.79
30,328,79.204,32.417,1.759,208,10,0,0,0.765
30,329,80.182,28.869,1.813,225,11,0,0,0.719
30,330,87.387,31.111,1.923,231,12,0,0,0.71
30,331,81.08,32.788,2.209,240,13,0,0,0.697
30,332,88.158,29.873,1.828,248,14,0,0,0.672
30,333,83.6,33.586,2.336,80,15,1,1,0.926
30,334,74.88,24.023,1.229,94,1,0,0,0.907
30,335,78.457,29.442,1.228,104,2,0,0,0.9
30,336,76.059,29.468,1.3,120,3,0,0,0.889
30,337,73.643,25.843,1.058,127,4,0,0,0.874
30,338,76.679,29.585,1.378,144,5,0,0,0.864
30,339,80.441,27.121,1.664,161,6,0,0,0.851
30,340,77.575,26.823,1.447,178,7,0,0,0.848
30,341,78.176,28.318,1.68,63,8,1,1,0.987
30,342,74.924,29.688,1.152,75,1,0,0,0.969
30,343,79.356,26.229,1.026,70,2,1,1,0.982
30,344,73.832,25.054,0.798,77,1,0,0,0.956
30,345,77.447,27.749,0.71,88,2,0,0,0.946
30,346,80.756,30.148,0.89,96,3,1,1,0.908
30,347,78.812,29.676,1.337,103,1,0,0,0.889
30,348,81.616,29.598,1.17,117,2,0,0,0.878
30,349,72.321,26.9,1.517,135,3,0,0,0.854
30,350,76.586,30.106,1.419,153,4,0,0,0.828
30,351,79.056,31.824,1.38,164,5,0,0,0.828
30,352,84.679,25.979,1.971,57,6,1,1,0.98
30,353,80.206,29.734,0.946,65,1,0,0,0.969
30,354,76.359,29.995,0.922,75,2,0,0,0.974
30,355,76.411,30.518,1.115,64,3,1,1,0.969
30,356,74.501,32.085,0.982,70,1,0,0,0.97
30,357,77.905,26.794,0.923,83,2,0,0,0.963
30,358,74.322,29.817,1.025,89,3,0,0,0.955
30,359,79.149,26.757,1.165,81,4,1,1,0.957
30,360,84.18,25.426,1.215,98,1,0,0,0.941
30,361,78.692,32.232,1.224,114,2,0,0,0.917
30,362,84.371,27.939,1.513,131,3,0,0,0.89
30,363,83.406,30.798,1.327,144,4,0,0,0.859
30,364,83.967,30.017,1.321,156,5,0,0,0.854
30,365,78.252,28.197,1.721,167,6,0,0,0.837
31,1,105.608,43.574,4.367,50,13,1,1,0.904
31,2,81.203,31.022,1.212,56,1,0,0,0.873
31,3,78.71,24.47,0.838,62,2,0,0,0.86
31,4,85.295,27.67,0.847,72,3,0,0,0.853
31,5,89.147,27.18,1.147,90,4,1,1,0.964
31,6,81.425,31.6,0.984,98,1,0,0,0.955
31,7,89.472,28.776,1.481,85,2,1,1,0.988
31,8,81.554,32.003,1.144,102,1,0,0,0.957
31,9,82.468,30.453,1.502,115,2,0,0,0.959
31,10,86.107,28.534,1.181,128,3,0,0,0.954
31,11,82.265,30.543,1.361,141,4,0,0,0.942
31,12,80.755,32.57,1.481,10,5,1,1,0.957
31,13,84.955,31.029,0.585,24,1,0,0,0.941
31,14,86.645,29.219,1.144,40,2,0,0,0.913
31,15,81.651,27.899,0.829,49,3,0,0,0.902
31,16,80.676,28.225,0.836,66,4,0,0,0.864
31,17,79.091,30.189,1.15,79,5,0,0,0.843
31,18,86.634,24.744,0.972,87,6,0,0,0.84
31,19,86.897,31.126,1.286,100,7,0,0,0.829
31,20,82.241,30.777,1.219,20,8,1,1,0.921
31,21,84.813,28.078,0.868,28,1,0,0,0.923
31,22,77.082,31.513,0.997,34,2,0,0,0.912
31,23,83.215,28.726,0.931,49,3,0,0,0.892
31,24,85.831,27.477,0.852,22,4,1,1,0.972
31,25,87.343,31.354,0.539,32,1,0,0,0.968
31,26,79.34,29.091,0.799,39,2,0,0,0.958
31,27,82.902,27.129,1.05,53,3,0,0,0.931
31,28,84.889,28.744,1.04,70,4,0,0,0.925
31,29,85.238,29.249,1.255,82,5,0,0,0.916
31,30,83.188,29.461,1.143,9,6,1,1,0.929
31,31,82.676,29.879,0.771,25,1,0,0,0.92
31,32,86.869,28.319,0.846,43,2,0,0,0.899
31,33,83.834,30.669,0.849,49,3,0,0,0.891
31,34,87.581,31.244,0.855,65,4,0,0,0.866
31,35,86.463,27.461,0.862,75,5,0,0,0.846
31,36,84.674,30.872,1.168,83,6,0,0,0.85
31,37,87.647,32.461,1.038,96,7,0,0,0.841
31,38,86.887,32.213,1.572,107,8,0,0,0.818
31,39,88.25,30.688,1.335,115,9,0,0,0.799
31,40,85.533,30.414,1.499,124,10,0,0,0.786
31,41,91.355,24.975,1.137,141,11,0,0,0.771
31,42,84.514,36.044,1.341,147,12,0,0,0.758
31,43,89.052,33.183,1.359,163,13,0,0,0.758
31,44,88.083,30.289,1.638,27,14,1,1,0.978
31,45,83.517,27.667,0.904,40,1,0,0,0.961
31,46,78.24,29.352,0.789,57,2,0,0,0.953
31,47,84.735,32.98,1.089,63,3,0,0,0.945
31,48,87.57,25.608,1.375,66,4,1,1,0.931
31,49,88.89,27.358,1.287,82,1,0,0,0.922
31,50,87.416,30.94,1.246,98,2,0,0,0.907
31,51,88.474,31.896,1.158,115,3,0,0,0.897
31,52,86.797,31.451,1.289,131,4,0,0,0.893
31,53,89.916,32.018,1.586,138,5,0,0,0.885
31,54,87.657,36.136,1.307,150,6,0,0,0.878
31,55,91.877,31.947,1.378,167,7,0,0,0.859
31,56,90.148,31.942,1.57,177,8,0,0,0.856
31,57,92.349,35.862,1.449,190,9,0,0,0.854
31,58,87.803,32.067,1.691,196,10,0,0,0.84
31,59,92.249,34.009,2.349,0,11,1,1,0.957
31,60,81.776,28.637,0.353,6,1,0,0,0.947
31,61,85.785,30.793,0.586,24,2,0,0,0.947
31,62,86.019,31.125,0.902,36,3,0,0,0.924
31,63,88.837,26.571,1.048,54,4,0,0,0.89
31,64,85.007,31.72,1.034,63,5,0,0,0.867
31,65,85.229,34.827,1.04,72,6,0,0,0.842
31,66,85.61,30.217,1.33,83,7,0,0,0.822
31,67,94.264,32.238,0.794,92,8,0,0,0.806
31,68,87.56,31.678,1.406,101,9,0,0,0.803
31,69,90.98,32.674,1.273,108,10,0,0,0.78
31,70,89.699,27.92,1.049,114,11,0,0,0.757
31,71,88.115,35.789,1.101,126,12,0,0,0.75
31,72,90.712,31.437,1.32,132,13,0,0,0.741
31,73,87.688,31.661,1.611,138,14,0,0,0.71
31,74,91.06,30.164,1.56,149,15,0,0,0.705
31,75,88.182,37.978,1.458,158,16,0,0,0.709
31,76,86.216,36.881,1.546,85,17,1,1,0.955
31,77,79.5,32.509,1.014,92,1,0,0,0.952
31,78,84.543,32.096,0.855,101,2,0,0,0.951
31,79,89.512,33.54,1.434,85,3,1,1,0.917
31,80,89.396,28.698,1.24,93,1,0,0,0.923
31,81,87.383,31.268,1.156,110,2,0,0,0.908
31,82,85.825,29.511,1.584,5,3,1,1,0.975
31,83,82.556,27.979,0.817,17,1,0,0,0.973
31,84,84.185,25.688,0.972,31,2,0,0,0.941
31,85,83.314,28.057,0.535,38,3,0,0,0.936
31,86,87.832,28.842,1.012,41,4,1,1,0.971
31,87,83.178,30.559,1.097,55,1,0,0,0.96
31,88,87.613,27.913,1.142,71,2,0,0,0.951
31,89,87.443,31.972,1.212,80,3,0,0,0.943
31,90,86.438,30.088,1.2,95,4,0,0,0.928
31,91,88.17,30.821,1.142,104,5,0,0,0.913
31,92,87.198,32.527,1.325,118,6,0,0,0.892
31,93,89.131,33.307,0.954,130,7,0,0,0.887
31,94,90.266,31.199,1.456,142,8,0,0,0.873
31,95,86.94,28.332,1.511,29,9,1,1,0.999
31,96,84.097,31.561,0.661,38,1,0,0,0.978
31,97,86.013,30.803,1.045,45,2,0,0,0.955
31,98,87.649,28.261,0.714,56,3,0,0,0.925
31,99,91.021,33.777,0.705,67,4,0,0,0.913
31,100,91.183,29.866,1.025,75,5,0,0,0.901
31,101,89.06,33.728,1.361,81,6,0,0,0.904
31,102,84.022,30.201,1.283,93,7,0,0,0.892
31,103,87.775,30.763,1.515,109,8,0,0,0.89
31,104,89.354,32.164,1.191,120,9,0,0,0.878
31,105,91.514,31.067,1.308,126,10,0,0,0.863
31,106,89.679,32.322,1.212,138,11,0,0,0.835
31,107,91.938,32.52,1.807,147,12,0,0,0.825
31,108,85.253,37.391,1.353,160,13,0,0,0.805
31,109,94.082,34.495,1.648,169,14,0,0,0.79
31,110,89.181,34.743,1.735,176,15,0,0,0.779
31,111,93.543,34.089,1.244,192,16,0,0,0.763
31,112,92.238,34.101,1.856,83,17,1,1,0.908
31,113,88.154,29.825,1.025,98,1,0,0,0.883
31,114,89.061,31.086,1.307,5,2,1,1,0.908
31,115,85.498,25.571,0.653,12,1,0,0,0.909
31,116,83.418,29.933,0.833,21,2,0,0,0.917
31,117,86.786,28.148,0.692,33,3,0,0,0.905
31,118,85.955,31.684,1.058,43,4,0,0,0.901
31,119,83.227,31.644,0.829,61,5,0,0,0.876
31,120,92.21,30.637,1.17,76,6,0,0,0.849
31,121,93.056,30.97,1.303,13,7,1,1,0.973
31,122,88.028,29.457,0.61,30,1,0,0,0.974
31,123,84.574,31.747,1.009,44,2,0,0,0.95
31,124,88.798,29.894,0.881,62,3,0,0,0.923
31,125,81.992,30.307,1.222,77,4,0,0,0.897
31,126,83.407,29.733,1.466,85,5,0,0,0.882
31,127,85.067,29.561,1.059,95,6,0,0,0.868
31,128,89.77,33.383,1.095,102,7,0,0,0.852
31,129,85.536,32.548,1.447,117,8,0,0,0.828
31,130,89.695,32.168,1.383,80,9,1,1,0.928
31,131,87.682,32.827,1.092,97,1,0,0,0.903
31,132,87.436,31.539,1.159,109,2,0,0,0.885
31,133,86.145,32.567,1.32,125,3,0,0,0.885
31,134,89.43,30.726,1.491,143,4,0,0,0.869
31,135,84.847,36.5,1.497,17,5,1,1,0.95
31,136,82.719,34.293,0.641,28,1,0,0,0.943
31,137,84.114,27.667,1.014,36,2,0,0,0.951
31,138,88.669,30.264,1.061,52,3,0,0,0.928
31,139,88.343,29.762,1.28,70,4,0,0,0.91
31,140,86.932,29.734,1.015,87,5,0,0,0.893
31,141,81.858,31.778,1.206,98,6,0,0,0.888
31,142,90.164,30.259,1.521,114,7,0,0,0.875
31,143,92.566,29.721,1.086,127,8,0,0,0.861
31,144,88.875,33.925,1.497,134,9,0,0,0.831
31,145,87.836,29.988,1.588,145,10,0,0,0.806
31,146,88.49,31.546,1.429,151,11,0,0,0.784
31,147,91.828,29.629,1.692,166,12,0,0,0.763
31,148,91.543,31.074,1.522,181,13,0,0,0.737
31,149,86.139,32.385,1.715,194,14,0,0,0.715
31,150,92.282,32.631,1.949,206,15,0,0,0.694
31,151,87.779,36.939,2.139,220,16,0,0,0.683
31,152,91.527,31.423,2.257,94,17,1,1,0.988
31,153,85.576,31.295,1.349,103,1,0,0,0.959
31,154,83.082,29.829,1.11,117,2,0,0,0.951
31,155,84.372,29.041,1.292,132,3,0,0,0.927
31,156,87.591,28.695,1.283,149,4,0,0,0.903
31,157,85.35,32.172,1.484,155,5,0,0,0.899
31,158,87.435,33.591,1.42,164,6,0,0,0.898
31,159,84.163,30.761,1.612,170,7,0,0,0.895
31,160,82.116,34.329,1.419,185,8,0,0,0.882
31,161,87.435,33.206,1.778,203,9,0,0,0.836
31,162,93.342,32.638,1.687,210,10,0,0,0.818
31,163,95.053,30.18,1.629,30,11,1,1,0.932
31,164,80.854,22.648,0.809,47,1,0,0,0.92
31,165,79.145,25.654,0.839,59,2,0,0,0.902
31,166,83.642,28.619,1.117,77,3,0,0,0.892
31,167,82.326,30.378,1.228,86,4,0,0,0.883
31,168,83.132,31.725,1.232,101,5,0,0,0.864
31,169,76.321,29.042,1.778,108,6,0,0,0.858
31,170,80.97,27.362,1.518,114,7,0,0,0.836
31,171,85.409,30.267,1.387,122,8,0,0,0.812
31,172,83.367,29.724,1.295,133,9,0,0,0.811
31,173,84.149,31.84,1.415,146,10,0,0,0.787
31,174,87.459,32.785,1.486,156,11,0,0,0.765
31,175,82.15,30.019,1.655,165,12,0,0,0.754
31,176,86.41,29.124,1.752,48,13,1,1,0.953
31,177,83.324,26.417,0.69,57,1,0,0,0.943
31,178,85.685,28.699,1.053,4,2,1,1,0.956
31,179,81.982,29.805,0.779,13,1,0,0,0.944
31,180,79.856,30.512,0.468,30,2,0,0,0.922
31,181,76.957,26.826,0.874,45,3,0,0,0.893
31,182,84.737,30.597,0.991,58,4,0,0,0.882
31,183,85.449,28.049,0.927,75,5,0,0,0.866
31,184,81.264,28.237,1.091,17,6,1,1,0.972
31,185,73.214,28.18,0.693,27,1,0,0,0.958
31,186,83.488,29.987,0.842,38,2,0,0,0.934
31,187,86.492,31.724,0.821,54,3,0,0,0.911
31,188,80.142,27.938,1.206,72,4,0,0,0.901
31,189,78.789,28.106,1.077,90,5,0,0,0.897
31,190,78.411,29.781,1.125,96,6,0,0,0.888
31,191,87.273,30.236,1.54,110,7,0,0,0.846
31,192,84.462,29.644,1.199,128,8,0,0,0.831
31,193,86.841,30.383,1.61,140,9,0,0,0.821
31,194,85.428,29.081,1.322,156,10,0,0,0.815
31,195,84.716,32.206,1.662,166,11,0,0,0.783
31,196,86.87,27.71,1.547,184,12,0,0,0.755
31,197,83.154,30.886,1.414,190,13,0,0,0.733
31,198,83.735,31.898,1.843,93,14,1,1,0.936
31,199,84.498,28.831,1.459,43,1,1,1,0.967
31,200,83.801,24.881,0.996,52,1,0,0,0.965
31,201,81.836,29.218,0.551,61,2,0,0,0.947
31,202,78.85,30.061,0.956,75,3,0,0,0.919
31,203,86.259,24.71,0.882,81,4,0,0,0.919
31,204,84.395,28.361,1.144,97,5,0,0,0.895
31,205,78.854,34.652,1.464,106,6,0,0,0.853
31,206,87.446,29.617,0.984,124,7,0,0,0.831
31,207,86.159,30.609,1.683,140,8,0,0,0.815
31,208,87.355,30.378,1.496,92,9,1,1,0.911
31,209,80.832,31.929,1.22,101,1,0,0,0.913
31,210,82.756,28.016,1.315,48,2,1,1,0.99
31,211,77.526,26.844,0.583,62,1,0,0,0.976
31,212,81.22,29.987,1.051,73,2,0,0,0.969
31,213,75.445,23.781,1.144,81,3,0,0,0.956
31,214,81.12,28.342,0.912,94,4,0,0,0.945
31,215,74.583,24.973,1.326,0,5,1,1,0.953
31,216,77.842,27.66,0.649,7,1,0,0,0.948
31,217,79.045,29.627,0.817,20,2,0,0,0.919
31,218,80.511,26.775,0.607,27,3,0,0,0.938
31,219,79.163,28.266,0.938,36,4,0,0,0.937
31,220,77.182,23.687,1.039,42,5,0,0,0.932
31,221,77.866,27.394,0.768,58,6,0,0,0.922
31,222,80.158,26.659,0.753,66,7,0,0,0.899
31,223,77.108,31.135,1.141,75,8,0,0,0.879
31,224,80.499,29.216,1.011,83,9,0,0,0.872
31,225,84.051,29.43,1.177,90,10,0,0,0.855
31,226,76.13,29.823,0.968,98,11,0,0,0.852
31,227,81.433,31.667,1.091,113,12,0,0,0.81
31,228,72.899,31.729,1.201,26,13,1,1,0.918
31,229,84.146,28.539,0.595,35,1,0,0,0.9
31,230,73.411,25.594,0.857,49,2,0,0,0.906
31,231,72.343,27.44,0.871,56,3,0,0,0.911
31,232,78.167,28.77,0.982,68,4,0,0,0.91
31,233,84.579,31.611,1.028,85,5,0,0,0.904
31,234,82.343,29.097,1.238,98,6,0,0,0.871
